Marca temporal,Evaluador ,Nombre ,Número la Mandíbula ,ID (Código de la Mandíbula),Impresión total [Izquierda],Mentón [Izquierda],Ángulo mandibular [Izquierda],Ángulo mandibular [Derecha ],Eversión gonial [Izquierda],Eversión gonial [Derecha ],Margen inferior [Izquierda],Cuerpo mandibular [Izquierda],Rama mandibular [Izquierda],Rama mandibular [Derecha ],Incisura mandibular / Escotadura sigmoidea [Izquierda],Incisura mandibular / Escotadura sigmoidea [Derecha ],Proceso condilar [Izquierda],Proceso condilar [Derecha ],Proceso coronoide [Izquierda],Proceso coronoide [Derecha ],Arco dental [Izquierda],Dientes (Número),Comentarios,Diente  [Izquierda]
26/11/2019 12:21:49,Obs 02,Mariana,19,Cona00019,+2,+1,+1,+2,0,+1,+2,+2,+1,+1,0,0,No identificado,+1,+1,+1,+1,4,,
26/11/2019 12:22:40,Obs 02,Mariana,5,Cona00005,0,-1,+1,+1,+1,+1,+1,+1,+1,-1,0,+1,+1,0,+1,+1,0,1,,
26/11/2019 12:23:39,Obs 02,Mariana,20,Cona00020,+2,+1,+2,+2,+1,+2,+2,+2,+1,+1,+1,0,+1,+1,+1,+1,+1,4,,
26/11/2019 12:24:29,Obs 02,Mariana,49,Cona00049,+1,+1,-1,-1,-1,-1,+1,+1,+1,+1,+1,+1,No identificado,-1,+1,+1,+1,2,,
26/11/2019 12:25:27,Obs 02,Mariana,17,Cona00017,+1,+1,+1,+1,+1,+1,+1,+1,+1,-1,+1,+1,-1,-1,0,0,+1,0,,
26/11/2019 13:13:17,Obs 01,miguel,50,cona50,0,-1,-1,-1,-2,-2,0,-1,-1,-1,-1,-1,-1,No identificado,-2,-2,-1,0,fractura lateral de cóndilo derecho,
26/11/2019 13:15:09,Obs 01,miguel,42,cona42,0,0,0,0,-1,-1,0,0,-1,-1,+1,+1,+1,No identificado,0,0,-1,0,falta cóndilo derecho,
26/11/2019 13:17:06,Obs 01,miguel,32,cona32,+1,0,+1,+1,0,0,+1,+1,+1,+1,-2,+1,No identificado,+1,+1,+1,-1,6,falta cóndilo izquierdo,
26/11/2019 13:18:26,Obs 01,miguel,43,cona43,+2,+2,+1,+1,-1,-1,+1,+2,+2,+2,+2,+2,+2,+2,+1,+1,+1,6,,
26/11/2019 13:19:57,Obs 01,miguel,79,cona79,0,+1,+1,+1,+1,+2,+1,+1,+1,+1,-1,-1,0,0,+1,+1,+1,0,,
26/11/2019 13:22:01,Obs 01,miguel,47,cona47,+2,+2,+1,+1,-1,-1,+2,+1,0,0,0,0,No identificado,No identificado,0,0,0,12,presenta perdida de cóndilo derecho y fractura de la cara externa y superior del izquierdo,
26/11/2019 13:24:48,Obs 01,miguel,24,cona24,+1,0,+1,+1,-1,-1,+2,+1,+1,+1,+1,+1,No identificado,No identificado,+1,+1,-1,1,presenta fracturas en ambos cóndilos,
26/11/2019 13:26:27,Obs 01,miguel,1,cona1,+2,+2,+1,+1,0,0,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,0,9,,
26/11/2019 13:28:53,Obs 01,miguel,60,cona60,+1,+2,+1,+1,-1,-1,0,0,0,0,+1,+1,No identificado,No identificado,0,0,+2,0,faltan ambos cóndilos,
26/11/2019 13:30:51,Obs 01,miguel,29,cona29,0,-1,-1,-1,-2,-2,-1,-1,-1,-1,+2,+2,+1,+1,-1,-1,-2,0,,
26/11/2019 13:32:39,Obs 01,miguel,3,cona3,+1,0,+1,+1,-2,-2,+1,+1,+2,+2,+1,+1,0,No identificado,+1,0,-2,0,falta cóndilo derecho y parte del proceso izquierdo,
26/11/2019 13:34:09,Obs 01,miguel,9,cona9,0,-1,-2,-2,-1,0,-1,0,0,0,-1,-1,+1,+1,-1,-1,+2,4,,
26/11/2019 13:37:14,Obs 01,miguel,25,cona25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,No identificado,-1,-1,-2,0,fractura de la cara lateral del cóndilo derecho y de ventral y lateral del izquierdo ,
26/11/2019 13:38:37,Obs 01,miguel,45,cona45,-1,-1,No identificado,No identificado,No identificado,No identificado,-1,-1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-1,-1,1,presenta corte en ambas ramas,
26/11/2019 13:39:44,Obs 01,miguel,81,cona81,+2,+2,+2,+2,-1,-1,+2,+2,+2,+2,+1,+1,+1,+1,0,0,+1,6,,
26/11/2019 13:41:49,Obs 01,miguel,53,cona53,0,-1,+1,+1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,presenta fractura del ángulo gónion derecho,
26/11/2019 13:43:14,Obs 01,miguel,74,cona74,+1,0,0,0,-1,+1,0,+1,0,0,+1,+1,+1,No identificado,0,0,0,2,falta cóndilo derecho,
26/11/2019 13:45:12,Obs 01,miguel,15,cona15,0,0,+1,+1,-2,-2,0,0,+1,+1,+1,+1,+1,+1,+1,+1,0,2,,
26/11/2019 13:47:16,Obs 01,miguel,69,cona69,0,-1,+1,+1,0,+1,+1,0,+2,+2,-2,-2,+1,+1,+2,+2,+1,0,,
26/11/2019 13:50:15,Obs 01,miguel,8,cona8,0,-1,+1,+1,-2,-2,-2,0,0,0,+1,+1,-1,-1,0,0,-1,5,,
26/11/2019 13:51:46,Obs 01,miguel,58,cona58,+2,+1,+1,+1,0,+2,+2,+1,+2,+2,+2,+2,+2,+2,+2,+2,+1,0,,
26/11/2019 13:53:59,Obs 01,miguel,78,cona78,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-2,0,fracturas minimas en cóndilos,
26/11/2019 13:55:29,Obs 01,miguel,31,cona31,0,-1,+1,+1,-2,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,
26/11/2019 13:56:59,Obs 01,miguel,28,cona28,0,0,0,0,-2,-2,0,+1,+1,+1,-1,-1,No identificado,No identificado,-1,0,-1,0,faltan ambos cóndilos,
26/11/2019 13:58:17,Obs 01,miguel,16,cona16,0,0,0,0,+1,+1,0,0,0,0,-2,-2,+1,+1,-1,-1,+1,0,,
26/11/2019 14:48:33,Obs 06,Jonathan Romero Franco,8,ConaN15,+2,+2,+2,+2,+2,+1,+1,+2,+2,+2,+1,+1,+1,0,+1,+2,+2,13,,
26/11/2019 15:03:15,Obs 07,Valeria Vidal Gallegos,8,ConaN15,+1,+1,+1,+1,+1,0,0,+1,0,+1,+1,0,+1,0,+1,+1,+1,13,,
26/11/2019 15:04:12,Obs 06,Jonathan Romero Franco,19,UNAM N°63,-1,-1,-1,-1,-2,-2,0,-1,-1,-2,-1,-2,-2,-1,-1,-1,-1,12,Mandibula seccionada longitudinalmente a la altura de los centrales,
26/11/2019 15:09:03,Obs 06,Jonathan Romero Franco,1,ConaN7,+2,+2,-1,-1,-1,-1,+2,+2,+2,+1,-2,-2,+1,+2,+1,+2,-1,1,,
26/11/2019 15:11:04,Obs 07,Valeria Vidal Gallegos,19,UNAM N.63,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-1,-2,-1,-1,-2,12,"Mandíbula segmentada a la mitad, con fractura del cóndilo izquierdo.",
26/11/2019 15:15:18,Obs 07,Valeria Vidal Gallegos,1,ConaN7,+2,+2,+1,+1,No identificado,+1,+1,+2,+1,+1,+1,+2,+2,+2,+1,+1,0,1,Presencia de pérdida dental post-mortem.,
26/11/2019 15:15:32,Obs 05,Andrea Damián Pacheco ,8,ConaN15,+2,+2,+2,+2,+2,+1,+2,+1,+2,+2,-2,-2,+2,+1,+1,+1,-2,13,Dos de los dientes tienen movilidad y están fracturados y hay un resto radicular. La mandíbula presenta torus mandibulares.,
26/11/2019 15:19:41,Obs 06,Jonathan Romero Franco,5,5,+1,-2,+2,+2,0,0,+1,0,+2,+2,-2,-2,+1,+2,+2,+2,+1,0,,
26/11/2019 15:28:03,Obs 06,Jonathan Romero Franco,14,ConaN24,-2,-2,+1,+1,+1,0,-1,-1,0,+1,+1,+1,-2,-1,+1,-1,-1,3,,
26/11/2019 15:28:05,Obs 07,Valeria Vidal Gallegos,5,ConaN11,+1,+2,+1,+1,+1,+1,+1,0,+1,+1,+1,+1,+1,+1,+1,+2,+2,0,"Presencia de resorción ósea, por eso su altura es menor.",
26/11/2019 15:29:01,Obs 05,Andrea Damián Pacheco ,19,UNAM N.63,-2,+1,-2,-1,0,-2,+2,0,+1,+1,+1,+1,-2,-2,+1,+1,-2,13,"Uno de ellos es resto radicular, dos están retenidos y otros fracturados. Mandíbula seccionada a la mitad y era de un niño/niña en dentición mixta.",
26/11/2019 15:32:24,Obs 06,Jonathan Romero Franco ,11,ConaN18,-2,-1,+1,0,+1,0,-2,-2,-2,-2,-1,0,+1,+1,-2,-2,+2,0,,
26/11/2019 15:33:52,Obs 07,Valeria Vidal Gallegos,14,ConaN24,-1,-1,0,0,-1,-1,-1,-1,0,0,+1,+1,-1,-1,-1,-1,-1,3,"Presencia de resorción ósea, lo que la vuelve más delgada.",
26/11/2019 15:36:15,Obs 05,Andrea Damián Pacheco ,1,ConaN7,+2,+2,No identificado,-2,+1,-1,+2,+2,+1,0,-1,-1,+2,+2,+2,+1,-2,1,El dente es un resto radicular y tiene mucha movilidad.El ángulo de la mandíbula izquierdo tiene una fractura.,
26/11/2019 15:38:59,Obs 06,Jonathan Romero Franco ,10,ConaN17,-2,-2,+2,+1,+1,+1,-2,-2,-2,-2,-1,-1,-2,-1,-2,-2,0,0,,
26/11/2019 15:39:23,Obs 05,Andrea Damián Pacheco ,5,ConaN11,+1,-2,+2,+1,+2,+1,+1,+1,+2,+2,-1,+1,+1,+2,+2,+2,+1,0,,
26/11/2019 15:43:04,Obs 07,Valeria Vidal Gallegos,11,ConaN18,+1,+1,0,0,+1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,+1,0,Presenta una gran resorción ósea.,
26/11/2019 15:47:12,Obs 05,Andrea Damián Pacheco ,14,ConaN24,-2,-1,+1,0,-2,-2,-2,0,+1,+1,+1,+1,-2,-1,+1,-1,-2,3,Uno de los dientes es un resto radicular y otro está fracturado.,
26/11/2019 15:48:04,Obs 06,Jonathan Romero Franco ,12,ConaN19,+1,+1,+1,+1,+2,+1,+2,0,+1,+1,-1,0,0,0,0,0,0,2,,
26/11/2019 15:48:54,Obs 07,Valeria Vidal Gallegos,10,ConaN17,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,,
26/11/2019 15:51:04,Obs 05,Andrea Damián Pacheco ,11,ConaN18,-2,+1,+1,-1,+1,-1,-1,0,-2,-2,+1,+2,-1,-2,-2,-2,+2,0,,
26/11/2019 15:52:37,Obs 07,Valeria Vidal Gallegos,12,ConaN19,+1,+2,+1,+1,+1,+1,+1,+1,+1,+1,-1,-1,+1,+1,+1,+1,-1,2,Mandíbula con presencia de resorción ósea.,
26/11/2019 15:53:32,Obs 05,Andrea Damián Pacheco ,10,ConaN17,-2,-1,+2,+2,+1,+2,-2,-1,-1,-2,-1,-2,-2,-1,-1,-1,+2,0,,
26/11/2019 15:53:40,Obs 06,Jonathan Romero Franco ,2,ConaN8,-1,0,+1,No identificado,0,No identificado,-2,0,-1,-2,-2,-2,+1,-1,+1,+1,-1,1,,
26/11/2019 15:56:37,Obs 05,Andrea Damián Pacheco ,12,ConaN19,-1,-2,+1,+1,+2,+2,-1,-1,+2,+1,+2,+2,+2,+1,+2,+2,+2,2,Los dientes tienen fractura y desgaste ,
26/11/2019 15:57:45,Obs 07,Valeria Vidal Gallegos,2,ConaN8,+1,+1,+1,No identificado,0,No identificado,+1,-1,+1,+1,+2,+1,0,0,+1,+1,+2,0,"Presencia de una gran resorción ósea, lo que la vuelve más delgada.",
26/11/2019 16:00:03,Obs 06,Jonathan Romero Franco ,24,ConaN22,+2,+2,+2,+2,+2,+2,+2,+2,+1,+2,-1,0,No identificado,No identificado,+1,-1,0,13,,
26/11/2019 16:03:28,Obs 05,Andrea Damián Pacheco ,2,ConaN8,-1,-1,+1,No identificado,+1,+1,+1,-1,+2,No identificado,+1,+1,-1,No identificado,+1,+1,+2,1,El ángulo de la mandíbula derecho está fracturado al igual que el cóndilo derecho. El diente presente es un resto radicular.,
26/11/2019 16:05:20,Obs 07,Valeria Vidal Gallegos,24,ConaN22,+2,+2,+1,+1,+2,+2,+1,+1,+1,+1,0,0,No identificado,No identificado,+1,-1,+1,13,No se puede observar el cóndilo debido a su articulación con el resto del cráneo.,
26/11/2019 16:11:21,Obs 05,Andrea Damián Pacheco ,24,ConaN22,+2,+2,+1,+1,+2,+2,+2,+2,+1,+2,+2,+2,No identificado,No identificado,+1,-1,-1,13,Proceso condilar no se puede evaluar ya que la mandíbula está articulada ,
26/11/2019 16:35:04,Obs 06,Jonathan Romero Franco,7,ConaN14,+2,-2,-2,-1,-2,-2,0,+2,+1,+1,0,-1,+2,+2,+2,+2,+1,4,,
26/11/2019 16:40:35,Obs 06,Jonathan Romero Franco ,17,ConaN28,+2,+2,0,0,0,0,+2,+2,-1,-1,-2,-1,+2,+2,-2,-2,+1,16,,
26/11/2019 16:46:46,Obs 06,Jonathan Romero Franco,13,ConaN23,+2,+2,+2,+2,+1,0,+2,+2,+1,+1,-2,-2,-1,+1,+2,+1,+2,14,,
26/11/2019 16:48:00,Obs 07,Valeria Vidal Gallegos,7,ConaN14,+1,+1,+1,+1,-1,-1,-1,+1,+1,+1,0,0,+1,+1,0,0,+1,4,,
26/11/2019 16:51:35,Obs 07,Valeria Vidal Gallegos,17,ConaN28,-1,-1,0,0,-2,-2,-1,-1,-1,-1,-1,-1,+1,+1,-2,-2,-1,16,,
26/11/2019 16:51:40,Obs 05,Andrea Damián Pacheco ,7,ConaN14,+1,-2,-2,-2,0,0,-1,+1,+2,+2,-1,-1,+2,+2,+2,+2,-1,4,Los dientes tienen desgaste y fractura.,
26/11/2019 16:52:15,Obs 06,Jonathan Romero Franco ,6,ConaN13,+2,+2,+2,+1,0,+1,+2,+2,+2,+2,0,-1,+2,+1,0,+1,0,0,,
26/11/2019 16:55:37,Obs 05,Andrea Damián Pacheco ,17,ConaN28,+1,+2,-1,+1,0,+1,+1,+1,+1,+1,-2,-2,+2,+2,-2,-2,-2,16,,
26/11/2019 16:55:49,Obs 07,Valeria Vidal Gallegos,13,ConaN23,+2,+1,+1,+1,+1,-1,+1,+2,+1,+1,+1,+1,No identificado,+1,+1,+1,+1,13,Cóndilo izquierdo se encuentra fracturado.,
26/11/2019 16:58:15,Obs 06,Jonathan Romero Franco ,4,ConaN10,+1,0,+2,+2,+2,+1,+1,+1,+1,0,+1,0,+1,+2,0,+1,-1,2,,
26/11/2019 16:59:07,Obs 07,Valeria Vidal Gallegos,6,ConaN13,+2,+2,+2,+2,-1,+1,+1,+2,+1,+1,0,+1,+2,+2,+2,+2,+1,0,,
26/11/2019 16:59:59,Obs 05,Andrea Damián Pacheco ,13,ConaN23,+2,+2,+2,+1,+2,+1,+2,+2,+2,+2,+1,-1,+1,+2,+2,+2,+2,14,Uno de ellos es resto radicular y otros tienen desgaste y fracturas.,
26/11/2019 17:02:46,Obs 06,Jonathan Romero Franco ,18,UNAM N°30,+2,+2,+2,+1,+2,+2,+1,+2,+2,+2,-1,+1,+1,+1,+2,+2,+2,15,,
26/11/2019 17:04:49,Obs 07,Valeria Vidal Gallegos,4,ConaN10,+2,+2,+2,+2,+2,+1,+1,+2,+1,+1,+1,+1,+2,+2,+1,+1,-1,2,,
26/11/2019 17:07:03,Obs 05,Andrea Damián Pacheco ,6,ConaN13,+2,+2,+2,+1,0,+1,+2,+2,+2,+2,-1,-1,+2,+2,+1,+1,+1,0,,
26/11/2019 17:08:27,Obs 06,Jonathan Romero Franco ,15,ConaN25,0,+1,+1,0,0,-1,+2,+2,0,0,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+2,2,,
26/11/2019 17:11:02,Obs 07,Valeria Vidal Gallegos,18,UNAM N.30,+1,+1,+1,+1,+2,+2,+1,+1,+1,+1,+1,0,-1,+1,+2,+2,+1,15,,
26/11/2019 17:11:24,Obs 05,Andrea Damián Pacheco ,4,ConaN10,+1,-1,+2,+1,+2,+1,+1,+1,+2,+1,-1,-2,+2,+2,+1,-1,-2,2,Los dos dientes son restos radiculares y uno de ellos tiene mucha movilidad.,
26/11/2019 17:14:53,Obs 07,Valeria Vidal Gallegos,15,ConaN25,-1,-1,-1,-1,0,0,-1,-1,0,0,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-1,2,Mas del 90% de las pérdidas dentales son post-mortem.,
26/11/2019 17:17:18,Obs 05,Andrea Damián Pacheco ,18,UNAM N. 30,+2,-1,+1,+1,+2,+2,+1,+2,+1,+2,+2,+2,-1,-1,+2,+2,-2,15,"Algunos dientes tienen movilidad, uno es un resto radicular y ay fractura en otro.",
26/11/2019 17:17:22,Obs 06,Jonathan Romero Franco,9,ConaN16,+2,+2,-1,0,-1,0,+1,+2,+2,+2,-1,-1,+2,+1,+2,+1,0,10,,
26/11/2019 17:22:20,Obs 06,Jonathan Romero Franco ,20,UNAM Col.7914,+2,0,+2,+2,+1,+2,+2,+2,+1,+1,0,-2,+2,+1,+2,+2,0,1,,
26/11/2019 17:23:22,Obs 07,Valeria Vidal Gallegos,9,ConaN16,+2,+2,+1,+1,-1,0,+2,+2,+2,+2,+1,0,0,0,+1,+1,+2,10,,
26/11/2019 17:25:45,Obs 05,Andrea Damián Pacheco ,15,ConaN25,-1,-1,+1,-1,-1,+1,+2,+1,-1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,-2,2,"Los dos dientes están incluidos. Escotaduras sigmoideas, procesos condilares y procesos coronoides no se pueden evaluar por fracturas de las estructuras.",
26/11/2019 17:26:18,Obs 06,Jonathan Romero Franco ,21,UNAM COL.110,+2,+2,0,0,-1,-1,+2,+2,+2,+2,0,-1,+1,+1,+1,+1,+2,11,,
26/11/2019 17:26:34,Obs 07,Valeria Vidal Gallegos,20,UNAM Col.7914,+2,+2,+2,+2,+2,+2,+1,+2,+2,+1,+1,+2,+1,+1,+2,+2,+1,1,Presenta unicamente un resto radicular.,
26/11/2019 17:29:29,Obs 05,Andrea Damián Pacheco ,9,ConaN16,+2,+2,-1,-1,0,-1,+2,+2,+1,+1,-2,-2,+2,+1,+1,+1,+1,10,Uno de los dientes es resto radicular.,
26/11/2019 17:29:29,Obs 07,Valeria Vidal Gallegos,21,UNAM COL.110,-1,-1,-1,-1,-2,-2,0,0,-1,-1,0,0,-1,-1,-1,-1,+1,13,,
26/11/2019 17:33:20,Obs 05,Andrea Damián Pacheco ,20,UNAM Col. 7914,+2,-1,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,+2,+1,+2,+2,-2,1,El diente presente es resto radicular.,
26/11/2019 17:36:07,Obs 05,Andrea Damián Pacheco ,21,UNAM COL. 110,-1,+1,-2,-2,-2,-2,+2,+1,+1,+1,+1,+1,-1,-1,+1,+1,+2,13,Tres de los dientes son restos radiculares.,
27/11/2019 10:06:54,Obs 04,Antonio,54,Cona00054,+2,0,+1,+1,+2,+2,+2,+1,+2,+2,+1,+1,+1,+1,+1,+1,+1,3,presenta corte en la rama derecha y resto radicular del organo dentario 43 ,
27/11/2019 10:06:56,Obs 02,Mariana,50,Cona00050,+1,-1,-1,-1,-1,-1,+1,-1,+1,+1,-1,-1,-1,No identificado,0,0,0,0,,
27/11/2019 10:08:10,Obs 02,Mariana,42,Cona00042,-1,+1,+1,+1,+1,0,+1,-1,-1,+1,0,+1,0,No identificado,+1,+1,0,0,,
27/11/2019 10:08:58,Obs 04,Antonio,46,Cona00046,0,+1,+1,+1,0,0,-1,+1,+1,+1,+1,+1,+2,No identificado,0,0,+1,1,presenta fractura de cóndilo derecho,
27/11/2019 10:09:30,Obs 02,Mariana,32,Cona00032,+1,0,0,+1,0,0,+2,+1,-1,+1,+1,+1,No identificado,+1,No identificado,+1,-1,5,,
27/11/2019 10:10:50,Obs 02,Mariana,43,Cona00043,+1,+1,+1,No identificado,-1,No identificado,+2,+2,-1,+1,+1,+1,+1,+1,+1,+1,+2,6,,
27/11/2019 10:11:50,Obs 02,Mariana,79,Cona00079,+1,+1,+1,+1,+1,+2,+2,-1,+1,+1,0,0,+1,-1,+2,+2,No identificado,0,,
27/11/2019 10:13:19,Obs 02,Mariana ,47,Cona00047,+1,0,+1,+1,+1,+1,+1,+2,+1,+1,-1,-1,No identificado,No identificado,0,0,+1,12,,
27/11/2019 10:14:52,Obs 02,Mariana,24,Cona00024,+1,+1,+1,+1,+1,+1,+2,+1,+1,-1,0,0,No identificado,No identificado,-1,-1,No identificado,1,,
27/11/2019 10:15:57,Obs 02,Mariana,1,Cona00001,+1,+1,+1,+1,0,+1,+2,+2,+1,+1,+1,+1,+1,+1,+2,+2,+1,9,,
27/11/2019 10:16:52,Obs 04,Antonio,34,Cona00034,+1,+2,+2,+2,+1,+1,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,1,presenta fractura de corona del órgano dentario 33,
27/11/2019 10:16:56,Obs 02,Mariana,60,Cona00060,+1,0,+1,+1,0,+1,+1,+1,+1,+1,0,+2,No identificado,No identificado,0,0,+1,0,,
27/11/2019 10:19:03,Obs 02,Mariana,29,Cona00029,+1,+1,+1,+1,+1,+1,+2,-1,-1,-1,0,+1,+2,+1,+1,0,No identificado,0,,
27/11/2019 10:20:11,Obs 04,Antonio,27,Cona00027,+1,0,+1,+2,+1,+2,+2,+1,+2,+1,+1,+1,+2,No identificado,+1,+1,+1,2,presenta fractura de cóndilo derecho y de organos dentarios 45 y46,
27/11/2019 10:20:30,Obs 02,Mariana,3,Cona00003,+1,0,0,0,+1,0,+2,+1,+1,-1,+1,+1,0,No identificado,No identificado,+2,0,0,,
27/11/2019 10:21:34,Obs 02,Mariana,9,Cona00009,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,0,-1,+1,+1,+2,3,,
27/11/2019 10:22:44,Obs 02,Mariana,25,Cona00025,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,+1,-1,No identificado,0,0,0,0,,
27/11/2019 10:23:12,Obs 04,Antonio,23,Cona00023,+1,+2,+1,+1,+1,+1,+1,+1,+2,+2,+1,+1,No identificado,+1,+1,+1,+2,1,fractura de cóndilo izquierdo y corona del órgano dentario 46 ,
27/11/2019 10:23:46,Obs 02,Mariana,45,Cona00045,+1,+1,No identificado,No identificado,No identificado,No identificado,+1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+1,+1,1,,
27/11/2019 10:24:47,Obs 02,Mariana,81,Cona00081,+1,0,+1,+1,0,0,+2,+2,+1,-1,-1,0,+1,0,+1,+1,+1,6,,
27/11/2019 10:26:45,Obs 02,Mariana,53,Cona00053,+1,0,+1,No identificado,+1,No identificado,+1,+1,+1,+1,+1,+1,+1,0,0,0,-1,1,,
27/11/2019 10:27:52,Obs 02,Mariana,74,Cona00074,+1,+1,+1,+1,0,+1,+1,+2,-1,+1,+1,+1,0,No identificado,0,0,+1,2,,
27/11/2019 10:28:58,Obs 02,Mariana ,15,Cona00015,+1,0,+1,+1,0,0,+2,+1,+1,+1,+1,+1,-1,+1,+2,+2,+2,2,,
27/11/2019 10:30:02,Obs 02,Mariana ,69,Cona00069,0,-1,+1,+1,0,0,+1,-1,+1,+1,0,+1,0,-1,+2,+2,No identificado,0,,
27/11/2019 10:30:57,Obs 04,Antonio,73,Cona00073,+1,0,+1,+1,0,0,+1,+1,+1,+1,+1,+1,No identificado,+1,+1,+1,+1,0,fractura de cóndilo izquierdo,
27/11/2019 10:31:02,Obs 02,Mariana ,8,Cona00008,+1,0,+1,+1,0,0,0,+1,+1,+1,+1,+1,No identificado,No identificado,+1,+1,+1,5,,
27/11/2019 10:32:29,Obs 02,Mariana ,58,Cona00058,+1,+1,+1,+1,0,+1,+2,+2,-1,+1,+1,+1,+1,+1,+2,+2,+1,0,,
27/11/2019 10:32:51,Obs 04,Antonio,48,Cona00048,+2,+1,0,0,0,0,-1,-1,+1,0,0,0,+1,+1,+1,+1,+2,0,reabsorción osea generalizada,
27/11/2019 10:33:40,Obs 02,Mariana ,78,Cona00078,0,-1,-1,-1,-1,-1,+1,0,0,-1,0,+1,-1,-1,+1,+1,0,0,,
27/11/2019 10:34:35,Obs 02,Mariana ,31,Cona00031,+1,+1,+1,+1,+1,+1,+1,+2,+1,+1,0,0,-1,0,+1,+1,0,1,,
27/11/2019 10:35:39,Obs 02,Mariana ,28,Cona00028,+1,+1,+1,+1,0,+1,+1,+1,+1,+1,+1,+1,No identificado,No identificado,+1,0,+1,0,,
27/11/2019 10:36:36,Obs 02,Mariana ,16,Cona00016,+1,+1,+1,+1,+1,+1,+1,+1,-1,+1,-1,-1,+1,+1,+1,+1,No identificado,0,,
27/11/2019 10:38:12,Obs 02,Mariana ,18,Cona00018,+1,+1,+1,+1,+1,0,+2,+2,+1,-1,+1,0,-1,-1,0,+1,+1,3,,
27/11/2019 10:39:21,Obs 02,Mariana ,57,Cona00057,0,0,-1,0,0,0,+2,+2,-1,+1,+1,+1,-1,-1,0,-1,-1,1,,
27/11/2019 10:40:20,Obs 02,Mariana ,44,Cona00044,+1,+1,+1,+1,+1,+1,+2,0,+1,+1,+1,-1,No identificado,No identificado,+2,+2,0,7,,
27/11/2019 10:41:24,Obs 02,Mariana ,2,Cona00002,+1,-1,+1,+1,0,0,+2,+1,-1,+1,-1,-1,-1,-1,+1,+1,+1,0,,
27/11/2019 10:42:35,Obs 02,Mariana ,61,Cona00061,+1,+1,+1,No identificado,0,No identificado,+2,+2,-1,No identificado,No identificado,No identificado,0,No identificado,No identificado,+1,+1,0,,
27/11/2019 10:43:41,Obs 02,Mariana ,21,Cona00021,+1,0,-1,+1,-1,0,+1,+1,-1,+1,+1,+1,+1,+1,+1,+1,+1,0,,
27/11/2019 10:47:10,Obs 04,Antonio,10,Cona00010,+1,0,+1,+1,0,0,+2,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,2,,
27/11/2019 10:48:37,Obs 04,Antonio,41,Cona00041,+1,+2,+1,+1,+1,+1,+1,+1,No identificado,+1,+1,+1,No identificado,+1,No identificado,+1,+1,0,,
27/11/2019 10:49:39,Obs 04,Antonio,55,Cona00055,+2,+2,+1,+1,+1,+1,+2,+1,+1,+1,+1,+1,No identificado,No identificado,+1,+1,+1,0,presenta fractura de ambos condilos,
27/11/2019 11:01:47,Obs 04,ANTONIO ,51,Cona00051,+1,+2,+1,+1,0,0,+1,+1,+1,+1,+1,+1,No identificado,+1,+1,No identificado,-1,0,Presenta fractura de cóndilo izquierdo y proceso coronoides derecho ,
27/11/2019 11:04:50,Obs 04,Antonio ,37,Cona00037,+1,+1,+1,+1,0,0,+1,+1,+1,+1,+1,+1,+2,+2,-1,-1,+1,1,Presenta fractura del órgano dentario 33 en corona con exposición de cámara pulpar ,
27/11/2019 11:06:53,Obs 04,Antonio ,36,Cona00036,-1,+1,+1,+1,0,0,-1,0,+1,+1,0,0,+1,+1,-1,-1,-1,5,Presenta reabsorcion osea en molares ,
27/11/2019 11:10:34,Obs 04,Antonio ,63,Cona00063,+1,+1,+1,+1,+1,+1,+2,+1,0,0,+1,+1,+1,+1,+1,+1,+1,6,Presenta restos radiculares,
27/11/2019 11:12:49,Obs 04,Antonio ,70,Cona00070,+1,+1,+1,+1,+2,+2,-1,0,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,Reabsorcion osea generalizada ,
27/11/2019 11:14:47,Obs 04,Antonio ,4,Cona00004,-1,-1,+1,+1,0,0,-1,+1,+1,+1,+1,+1,+1,+1,-1,-1,+1,0,Reabsorcion osea generalizada ,
27/11/2019 11:16:16,Obs 04,Antonio ,30,Cona00030,+2,+1,+1,+1,+1,+1,+2,+2,+1,+1,+1,+1,+2,+2,+1,+1,+1,5,,
